101,1,1,1,1,1
101,2,1,1,1,1
101,3,1,1,1,1
101,4,1,1,1,1
101,5,1,1,1,1
101,6,1,1,1,1
101,7,1,1,1,1
101,8,999,999,999,999
101,9,1,1,1,1
101,10,999,999,999,999
101,11,999,999,999,999
101,12,1,1,1,1
101,13,1,1,1,1
101,14,2,2,1,1
101,15,2,1,1,2
101,16,1,1,1,1
101,17,1,2,1,1
101,18,1,1,1,1
102,1,2,1,3,2
102,2,1,5,3,1
102,3,5,6,2,2
102,4,3,5,2,3
102,5,1,9,3,4
102,6,2,7,7,2
102,7,999,999,999,999
102,8,5,7,2,1
102,9,8,2,6,7
102,10,3,1,9,3
102,11,3,6,4,5
102,12,5,6,2,4
102,13,2,7,4,6
102,14,5,7,6,5
102,15,4,5,2,5
102,16,999,999,999,999
102,17,999,999,999,999
102,18,2,4,2,3
103,1,3,3,1,3
103,2,1,1,3,1
103,3,1,1,5,1
103,4,1,1,1,1
103,5,1,1,1,1
103,6,1,1,1,1
103,7,1,1,1,1
103,8,1,1,1,1
103,9,1,1,1,1
103,10,1,1,1,1
103,11,1,1,1,1
103,12,1,1,1,1
103,13,999,999,999,999
103,14,1,1,1,2
103,15,1,1,1,1
103,16,1,1,1,1
103,17,1,2,1,1
103,18,1,1,1,2
104,1,1,4,1,5
104,2,1,1,1,1
104,3,1,1,1,5
104,4,4,1,3,6
104,5,1,1,1,3
104,6,1,1,1,1
104,7,1,4,4,5
104,8,1,1,1,1
104,9,1,4,1,4
104,10,1,1,1,1
104,11,2,7,1,5
104,12,7,8,1,1
104,13,6,7,1,1
104,14,1,1,1,1
104,15,1,1,1,1
104,16,6,1,1,1
104,17,1,1,1,2
104,18,1,1,1,1
105,1,999,999,999,999
105,2,999,999,999,999
105,3,1,1,1,1
105,4,999,999,999,999
105,5,999,999,999,999
105,6,1,1,1,1
105,7,1,1,1,1
105,8,1,1,1,1
105,9,999,999,999,999
105,10,1,1,1,1
105,11,1,1,1,1
105,12,999,999,999,999
105,13,999,999,999,999
105,14,1,1,1,1
105,15,999,999,999,999
105,16,1,1,1,1
105,17,999,999,999,999
105,18,1,1,1,1
106,1,1,1,1,1
106,2,1,1,1,1
106,3,1,1,1,1
106,4,1,1,1,1
106,5,1,1,1,1
106,6,1,1,1,1
106,7,1,1,1,1
106,8,1,1,1,1
106,9,1,1,1,1
106,10,1,1,1,1
106,11,1,1,1,1
106,12,1,1,1,1
106,13,1,1,1,1
106,14,1,1,1,1
106,15,1,1,1,1
106,16,1,1,1,1
106,17,1,1,1,1
106,18,1,1,1,1
107,1,1,4,1,4
107,2,1,1,1,1
107,3,1,2,1,4
107,4,1,3,1,2
107,5,2,5,6,3
107,6,1,6,4,2
107,7,1,3,7,5
107,8,999,999,999,999
107,9,1,6,1,3
107,10,1,4,5,2
107,11,1,8,3,1
107,12,1,1,1,1
107,13,1,6,1,4
107,14,1,1,1,1
107,15,1,7,2,2
107,16,1,1,1,1
107,17,1,1,1,1
107,18,1,4,1,3
108,1,2,2,4,4
108,2,1,2,1,1
108,3,1,1,1,1
108,4,1,2,1,1
108,5,1,1,1,1
108,6,1,1,1,1
108,7,1,2,1,1
108,8,1,1,2,3
108,9,1,1,1,1
108,10,1,1,1,1
108,11,1,1,1,1
108,12,1,2,3,2
108,13,1,1,1,1
108,14,1,1,1,1
108,15,1,1,1,1
108,16,1,1,1,1
108,17,1,1,2,1
108,18,1,1,1,1
109,1,1,2,2,1
109,2,1,3,1,3
109,3,3,2,1,2
109,4,1,1,1,4
109,5,1,1,1,5
109,6,1,1,1,1
109,7,1,1,1,2
109,8,2,1,1,2
109,9,1,1,1,2
109,10,2,1,1,1
109,11,1,1,1,1
109,12,1,1,1,1
109,13,1,1,1,1
109,14,999,999,999,999
109,15,1,1,1,1
109,16,1,1,1,1
109,17,999,999,999,999
109,18,3,1,1,2
110,1,3,3,2,3
110,2,1,1,1,1
110,3,1,1,2,1
110,4,1,1,1,1
110,5,1,1,1,1
110,6,999,999,999,999
110,7,2,1,1,1
110,8,1,1,1,2
110,9,999,999,999,999
110,10,1,1,3,4
110,11,999,999,999,999
110,12,1,1,1,1
110,13,999,999,999,999
110,14,1,1,1,1
110,15,999,999,999,999
110,16,2,1,1,1
110,17,3,1,2,2
110,18,1,1,1,2
111,1,2,2,1,2
111,2,1,1,1,1
111,3,999,999,999,999
111,4,1,8,1,8
111,5,6,7,1,3
111,6,1,1,1,1
111,7,1,1,1,2
111,8,1,1,1,1
111,9,999,999,999,999
111,10,1,1,1,1
111,11,1,1,1,1
111,12,1,1,2,1
111,13,1,1,1,1
111,14,1,1,1,1
111,15,1,1,1,1
111,16,1,1,1,1
111,17,2,1,1,1
111,18,1,1,1,1
112,1,3,3,2,2
112,2,2,3,1,1
112,3,3,3,2,1
112,4,2,7,1,1
112,5,1,9,2,1
112,6,1,3,3,4
112,7,8,8,1,4
112,8,3,3,1,6
112,9,2,4,1,5
112,10,4,2,1,3
112,11,6,8,2,6
112,12,2,2,1,2
112,13,1,3,3,3
112,14,3,4,1,7
112,15,7,6,1,7
112,16,1,4,2,3
112,17,4,2,4,3
112,18,4,5,4,5
113,1,2,2,2,3
113,2,2,1,1,1
113,3,2,2,2,2
113,4,999,999,999,999
113,5,2,4,2,2
113,6,2,3,2,2
113,7,1,3,1,2
113,8,2,4,4,2
113,9,1,5,1,5
113,10,4,6,2,4
113,11,1,2,1,1
113,12,3,1,1,1
113,13,2,2,2,2
113,14,2,2,2,1
113,15,2,2,2,2
113,16,4,1,3,2
113,17,4,4,3,4
113,18,3,2,1,3
114,1,1,1,3,2
114,2,1,1,1,2
114,3,1,1,1,2
114,4,3,2,1,2
114,5,3,1,6,4
114,6,1,1,2,1
114,7,3,4,3,4
114,8,1,5,3,3
114,9,1,1,1,1
114,10,1,1,1,1
114,11,1,1,1,1
114,12,1,1,1,1
114,13,1,1,1,1
114,14,1,1,1,1
114,15,1,1,1,1
114,16,1,1,1,1
114,17,1,1,1,1
114,18,1,1,1,2
115,1,2,1,1,5
115,2,3,2,5,2
115,3,4,7,7,6
115,4,7,7,4,5
115,5,4,3,5,8
115,6,6,7,4,8
115,7,4,9,4,9
115,8,4,7,9,6
115,9,5,7,7,9
115,10,2,8,8,9
115,11,999,999,999,999
115,12,6,7,8,9
115,13,5,7,8,5
115,14,7,7,6,8
115,15,999,999,999,999
115,16,3,3,4,5
115,17,999,999,999,999
115,18,7,5,4,7
116,1,1,1,1,1
116,2,1,1,1,1
116,3,1,1,1,1
116,4,1,1,1,1
116,5,999,999,999,999
116,6,1,1,1,1
116,7,999,999,999,999
116,8,1,1,1,1
116,9,1,1,1,1
116,10,999,999,999,999
116,11,1,1,1,2
116,12,1,1,1,1
116,13,999,999,999,999
116,14,1,1,1,1
116,15,999,999,999,999
116,16,1,1,1,1
116,17,1,1,1,3
116,18,1,1,1,1
117,1,5,5,8,5
117,2,5,3,3,2
117,3,3,2,3,3
117,4,3,3,2,1
117,5,4,4,4,5
117,6,1,3,2,4
117,7,4,4,3,5
117,8,2,2,2,2
117,9,2,5,2,2
117,10,1,1,1,2
117,11,999,999,999,999
117,12,1,1,1,1
117,13,2,1,1,3
117,14,3,2,1,1
