137,6,1,4,1,1
137,7,999,999,999,999
137,8,1,5,1,1
137,9,999,999,999,999
138,1,7,8,2,2
138,2,2,3,2,2
138,3,1,3,1,1
138,4,1,1,1,1
138,5,1,1,1,1
138,6,1,1,1,1
138,7,4,1,1,1
138,8,1,1,4,1
138,9,1,1,1,1
139,1,1,1,2,2
139,2,1,2,2,1
139,3,1,1,1,2
139,4,1,1,1,2
139,5,1,1,1,1
139,6,1,1,1,2
139,7,1,3,3,5
139,8,1,1,1,2
139,9,1,1,1,1
140,1,1,1,1,1
140,2,1,2,1,1
140,3,1,4,1,1
140,4,1,1,1,1
140,5,1,1,1,1
140,6,3,4,3,4
140,7,1,1,1,1
140,8,1,1,1,1
140,9,1,1,1,1
201,1,2,1,1,1
201,2,2,1,1,2
201,3,1,1,1,1
201,4,1,1,1,3
201,5,1,1,1,1
201,6,1,1,1,4
201,7,999,999,999,999
201,8,1,1,1,1
201,9,1,1,1,1
203,1,3,6,3,6
203,2,1,2,1,3
203,3,2,4,3,2
203,4,2,1,2,1
203,5,3,3,3,3
203,6,1,3,2,1
203,7,1,2,2,2
203,8,1,2,2,1
203,9,1,3,2,2
204,1,1,3,1,8
204,2,1,1,1,3
204,3,3,7,1,3
204,4,7,4,1,3
204,5,5,2,1,3
204,6,5,6,1,1
204,7,2,5,1,1
204,8,2,7,1,2
204,9,3,3,1,2
205,1,999,999,999,999
205,2,9,5,5,9
205,3,4,7,6,7
205,4,999,999,999,999
205,5,5,4,1,1
205,6,6,8,5,1
205,7,1,4,1,5
205,8,1,1,1,1
205,9,999,999,999,999
206,1,1,3,1,6
206,2,1,1,1,1
206,3,999,999,999,999
206,4,1,2,8,2
206,5,1,3,4,4
206,6,1,1,1,1
206,7,1,1,1,2
206,8,1,1,1,1
206,9,1,1,1,1
207,1,1,3,1,4
207,2,1,1,1,5
207,3,2,3,1,2
207,4,2,1,1,4
207,5,2,3,4,3
207,6,2,2,2,2
207,7,1,3,1,2
207,8,2,2,3,4
207,9,2,3,1,2
208,1,1,5,1,1
208,2,2,1,1,1
208,3,1,5,1,1
208,4,999,999,999,999
208,5,1,2,1,2
208,6,1,7,1,2
208,7,2,7,2,2
208,8,1,3,4,3
208,9,1,6,1,1
209,1,1,1,1,1
209,2,999,999,999,999
209,3,1,1,1,1
209,4,1,1,1,1
209,5,1,1,1,1
209,6,1,1,1,1
209,7,999,999,999,999
209,8,1,1,1,1
209,9,1,1,1,1
210,1,1,1,5,1
210,2,1,1,3,1
210,3,1,3,2,4
210,4,1,1,1,1
210,5,1,1,1,1
210,6,1,1,1,1
210,7,1,5,1,1
210,8,1,1,1,1
210,9,999,999,999,999
211,1,999,999,999,999
211,2,1,1,1,6
211,3,1,1,1,1
211,4,999,999,999,999
211,5,999,999,999,999
211,6,999,999,999,999
211,7,1,1,1,1
211,8,1,1,1,1
211,9,1,1,1,1
212,1,1,1,1,1
212,2,1,1,1,1
212,3,1,1,1,1
212,4,999,999,999,999
212,5,1,1,1,1
212,6,1,1,2,1
212,7,1,1,1,1
212,8,1,1,3,1
212,9,1,1,1,1
213,1,999,999,999,999
213,2,999,999,999,999
213,3,1,1,1,2
213,4,1,1,1,1
213,5,1,1,1,1
213,6,1,1,1,2
213,7,1,1,1,1
213,8,999,999,999,999
213,9,999,999,999,999
215,1,1,1,1,1
215,2,1,1,1,1
215,3,1,1,1,1
215,4,1,1,1,1
215,5,1,1,1,1
215,6,5,1,1,1
215,7,1,1,1,1
215,8,1,6,1,1
215,9,1,1,2,1
216,1,1,1,1,1
216,2,1,1,1,1
216,3,1,1,1,1
216,4,999,999,999,999
216,5,1,1,1,1
216,6,999,999,999,999
216,7,1,1,1,1
216,8,1,1,2,1
216,9,1,1,1,1
217,1,1,1,1,1
217,2,1,1,1,1
217,3,999,999,999,999
217,4,1,1,1,1
217,5,1,1,1,1
217,6,1,1,1,1
217,7,1,1,1,1
217,8,1,1,1,1
217,9,1,1,1,1
218,1,1,1,1,1
218,2,1,1,1,1
218,3,1,1,2,1
218,4,1,1,1,1
218,5,1,1,1,1
218,6,1,1,1,1
218,7,1,1,1,1
218,8,1,1,1,1
218,9,1,1,1,1
219,1,1,6,1,1
219,2,1,1,1,1
219,3,1,1,1,1
219,4,1,1,1,1
219,5,1,2,1,1
219,6,1,1,1,1
219,7,1,1,1,1
219,8,1,1,1,1
219,9,1,1,1,1
220,1,1,1,1,1
220,2,1,1,1,1
220,3,999,999,999,999
220,4,999,999,999,999
220,5,1,1,1,1
220,6,1,2,1,1
220,7,1,1,1,1
220,8,1,1,1,1
220,9,1,1,1,1
221,1,999,999,999,999
221,2,999,999,999,999
221,3,1,1,1,1
221,4,1,1,1,1
221,5,1,1,1,1
221,6,1,1,1,1
221,7,1,1,1,1
221,8,1,1,1,1
221,9,1,1,1,5
222,1,4,4,1,6
222,2,1,1,1,2
222,3,2,1,1,3
222,4,1,1,1,3
222,5,2,2,1,1
222,6,1,2,1,1
222,7,1,1,2,1
222,8,1,1,1,1
222,9,1,1,1,1
223,1,2,4,4,5
223,2,1,2,1,2
223,3,1,1,1,1
223,4,999,999,999,999
223,5,1,1,1,2
223,6,1,2,1,1
223,7,999,999,999,999
223,8,1,1,1,3
223,9,1,1,1,1
224,1,999,999,999,999
224,2,1,1,1,2
224,3,1,1,1,1
224,4,999,999,999,999
224,5,1,2,8,1
224,6,1,1,1,1
224,7,1,6,4,1
224,8,999,999,999,999
224,9,1,1,1,2
225,1,999,999,999,999
225,2,3,2,2,6
225,3,1,1,1,1
225,4,1,5,2,4
225,5,999,999,999,999
225,6,3,2,5,9
225,7,2,2,2,2
225,8,999,999,999,999
225,9,2,6,1,7
226,1,2,1,1,8
226,2,1,1,3,1
226,3,999,999,999,999
226,4,1,1,1,1
226,5,999,999,999,999
226,6,1,1,5,4
226,7,1,1,1,1
226,8,1,1,1,1
226,9,999,999,999,999
227,1,1,1,1,1
227,2,1,1,1,1
227,3,1,1,1,1
227,4,1,1,1,1
227,5,999,999,999,999
227,6,1,1,1,1
227,7,1,1,1,1
227,8,1,1,1,1
227,9,1,2,1,1
228,1,1,2,1,1
228,2,1,1,1,2
228,3,1,1,1,3
228,4,1,1,1,2
228,5,1,2,5,2
228,6,2,1,2,2
228,7,2,1,3,2
228,8,1,1,1,2
228,9,2,1,1,1
229,1,1,1,1,1
229,2,1,1,1,1
229,3,1,1,1,1
229,4,1,1,1,1
229,5,999,999,999,999
229,6,1,1,1,1
229,7,1,1,1,1
229,8,1,1,1,1
229,9,1,1,1,1
230,1,1,2,1,1
230,2,1,1,1,1
230,3,1,1,1,1
230,4,1,1,1,1
230,5,1,1,1,1
230,6,1,1,1,1
230,7,999,999,999,999
230,8,1,1,1,1
230,9,1,1,1,1
231,1,1,1,1,1
231,2,1,1,1,1
231,3,2,4,1,2
231,4,1,1,1,1
231,5,1,1,1,1
231,6,1,2,1,1
231,7,1,1,1,1
231,8,1,1,1,1
231,9,1,1,1,1
232,1,1,4,1,1
232,2,1,1,1,1
232,3,1,1,1,1
232,4,1,1,1,1
232,5,1,1,1,1
232,6,2,1,1,1
232,7,1,8,1,1
232,8,1,1,1,1
232,9,1,1,1,1
233,1,2,3,1,2
233,2,1,1,1,1
233,3,999,999,999,999
233,4,1,1,2,1
233,5,3,1,2,2
233,6,1,1,1,1
233,7,1,1,1,3
233,8,1,1,1,1
233,9,1,3,2,1
235,1,1,1,1,1
235,2,1,7,8,9
235,3,1,1,1,1
235,4,7,1,1,7
235,5,999,999,999,999
235,6,999,999,999,999
235,7,7,1,7,6
235,8,1,4,5,1
235,9,6,8,7,1
